domain,label,source,domain_age_days
ezviz7.com,Legitimate,tranco_external,4439
adexchangeclear.com,Legitimate,tranco_external,3970
altin.in,Legitimate,tranco_external,5775
barbars.ru,Legitimate,tranco_external,6283
romeo.com,Legitimate,tranco_external,10105
d41.co,Legitimate,tranco_external,4262
iql.ru,Legitimate,tranco_external,4184
helpscout.net,Legitimate,tranco_external,5826
azurecontainerapps.io,Legitimate,tranco_external,1657
flashscore.com.ua,Legitimate,tranco_external,4225
citi.com,Legitimate,tranco_external,-1
wepzone.net,Legitimate,tranco_external,1588
joins.com,Legitimate,tranco_external,9591
bbci.co.uk,Legitimate,tranco_external,-1
rent.com,Legitimate,tranco_external,10031
faroutmagazine.co.uk,Legitimate,tranco_external,-1
findarticles.com,Legitimate,tranco_external,9510
tiqcdn.com,Legitimate,tranco_external,4990
hsprotect.net,Legitimate,tranco_external,720
razerzone.com,Legitimate,tranco_external,9826
yle.fi,Legitimate,tranco_external,-1
besoccer.com,Legitimate,tranco_external,5853
strato.de,Legitimate,tranco_external,-1
refinery29.com,Legitimate,tranco_external,7778
wsdvs.info,Legitimate,tranco_external,-1
adup-tech.com,Legitimate,tranco_external,3746
awsdns-59.com,Legitimate,tranco_external,5619
mamastar.jp,Legitimate,tranco_external,8535
vidazoo.com,Legitimate,tranco_external,4252
themeisle.com,Legitimate,tranco_external,4554
tencent-cloud.com,Legitimate,tranco_external,5030
hottopic.com,Legitimate,tranco_external,11319
morningstar.com,Legitimate,tranco_external,13468
limo.media,Legitimate,tranco_external,-1
tantora.jp,Legitimate,tranco_external,5342
ringcentral.com,Legitimate,tranco_external,9805
azazie.com,Legitimate,tranco_external,4414
psnprofiles.com,Legitimate,tranco_external,5403
wf.com,Legitimate,tranco_external,12072
ninjarmm.com,Legitimate,tranco_external,4560
dnsv5.com,Legitimate,tranco_external,5618
tripod.com,Legitimate,tranco_external,11485
gitlab.io,Legitimate,tranco_external,4948
queniuum.com,Legitimate,tranco_external,1797
indazn.com,Legitimate,tranco_external,2552
doordash.com,Legitimate,tranco_external,4648
awsdns-37.co.uk,Legitimate,tranco_external,-1
s8ey.com,Legitimate,tranco_external,1641
qiita.com,Legitimate,tranco_external,5349
ademe.fr,Legitimate,tranco_external,11020
siteprotect.com,Legitimate,tranco_external,10137
khl.ru,Legitimate,tranco_external,7244
imagemagick.com,Legitimate,tranco_external,9558
pcgamer.com,Legitimate,tranco_external,-1
forgeofempires.com,Legitimate,tranco_external,5254
hotwire.com,Legitimate,tranco_external,-1
rezairan.shop,Legitimate,tranco_external,-1
oppo.com,Legitimate,tranco_external,9946
zg-api.com,Legitimate,tranco_external,2906
mackolik.com,Legitimate,tranco_external,9104
palcloset.jp,Legitimate,tranco_external,6425
baidu-itm.com,Legitimate,tranco_external,2828
penguinrandomhouse.com,Legitimate,tranco_external,-1
decathlon.es,Legitimate,tranco_external,-1
ci-servers.net,Legitimate,tranco_external,7068
uni-hamburg.de,Legitimate,tranco_external,-1
opensource.org,Legitimate,tranco_external,10254
khabaronline.ir,Legitimate,tranco_external,-1
detyep.com,Legitimate,tranco_external,445
planethoster.net,Legitimate,tranco_external,-1
repocket.com,Legitimate,tranco_external,5800
rs-online.com,Legitimate,tranco_external,-1
xsolla.com,Legitimate,tranco_external,5691
nhk.jp,Legitimate,tranco_external,9115
zimbra.com,Legitimate,tranco_external,-1
jdoqocy.com,Legitimate,tranco_external,8008
nic.zone,Legitimate,tranco_external,-1
xham.live,Legitimate,tranco_external,-1
gransy.com,Legitimate,tranco_external,-1
vonage.com,Legitimate,tranco_external,-1
poloptrex.com,Legitimate,tranco_external,881
acscdn.com,Legitimate,tranco_external,2135
garotacomlocal.com,Legitimate,tranco_external,3988
cnbcindonesia.com,Legitimate,tranco_external,4358
king.com,Legitimate,tranco_external,11704
auctollo.com,Legitimate,tranco_external,6036
hostwindsdns.com,Legitimate,tranco_external,5416
betfair.com,Legitimate,tranco_external,9491
jetbrains.ai,Legitimate,tranco_external,2228
nz14.com,Legitimate,tranco_external,65
vogue.co.uk,Legitimate,tranco_external,-1
uhc.com,Legitimate,tranco_external,-1
d-53.net,Legitimate,tranco_external,2896
networkworld.com,Legitimate,tranco_external,11184
ladepeche.fr,Legitimate,tranco_external,9442
hackaday.com,Legitimate,tranco_external,7942
lothar.com,Legitimate,tranco_external,11182
meituan.net,Legitimate,tranco_external,5888
aeroflot.ru,Legitimate,tranco_external,10368
claveunica.gob.cl,Legitimate,tranco_external,-1
ultradns2.com,Legitimate,tranco_external,-1
deine-tierwelt.de,Legitimate,tranco_external,-1
teenvogue.com,Legitimate,tranco_external,-1
pagina12.com.ar,Legitimate,tranco_external,4543
halara.com,Legitimate,tranco_external,4543
autohome.com.cn,Legitimate,tranco_external,7819
xvideos2.com,Legitimate,tranco_external,6643
socialmediagirls.com,Legitimate,tranco_external,4353
glamour.com,Legitimate,tranco_external,-1
ub.edu,Legitimate,tranco_external,-1
onliner.by,Legitimate,tranco_external,4081
realizationnewestfangs.com,Legitimate,tranco_external,553
catchon.com,Legitimate,tranco_external,8601
7tv.io,Legitimate,tranco_external,-1
inquirer.net,Legitimate,tranco_external,10451
viifwjox.com,Legitimate,tranco_external,109
dotloop.com,Legitimate,tranco_external,6078
givefreely.com,Legitimate,tranco_external,8178
idealista.pt,Legitimate,tranco_external,-1
rsc.org,Legitimate,tranco_external,11954
mtb.com,Legitimate,tranco_external,-1
posthog.com,Legitimate,tranco_external,2238
iqzone.com,Legitimate,tranco_external,8175
federalregister.gov,Legitimate,tranco_external,6565
advancedmd.com,Legitimate,tranco_external,8561
lovable.app,Legitimate,tranco_external,-1
xxvideos.video,Legitimate,tranco_external,-1
bluebeam.com,Legitimate,tranco_external,9021
advanced-web-analytics.com,Legitimate,tranco_external,-1
adnxs.net,Legitimate,tranco_external,6496
jnj.com,Legitimate,tranco_external,11817
urbanoutfitters.com,Legitimate,tranco_external,10905
siteimproveanalytics.com,Legitimate,tranco_external,4395
snackvideo.com,Legitimate,tranco_external,5835
awsdns-09.com,Legitimate,tranco_external,5619
loudersound.com,Legitimate,tranco_external,-1
winbuzz.org,Legitimate,tranco_external,989
sprinklr.com,Legitimate,tranco_external,6114
ecombdimg.com,Legitimate,tranco_external,1749
infolinks.com,Legitimate,tranco_external,10457
escortsandbabes.com.au,Legitimate,tranco_external,-1
yospace.com,Legitimate,tranco_external,9697
about.google,Legitimate,tranco_external,-1
linkis.ru,Legitimate,tranco_external,4360
carnegieendowment.org,Legitimate,tranco_external,8911
oxfordlearnersdictionaries.com,Legitimate,tranco_external,-1
rzd.ru,Legitimate,tranco_external,9317
kemendikdasmen.go.id,Legitimate,tranco_external,-1
flurry.com,Legitimate,tranco_external,10172
awsdns-31.net,Legitimate,tranco_external,5619
futurism.com,Legitimate,tranco_external,10792
popularmechanics.com,Legitimate,tranco_external,-1
animeshentai.biz,Legitimate,tranco_external,-1
extremetech.com,Legitimate,tranco_external,-1
eurobet.it,Legitimate,tranco_external,9482
1internet.tv,Legitimate,tranco_external,6798
ping.cloud,Legitimate,tranco_external,2533
inditex.com,Legitimate,tranco_external,10646
coral.co.uk,Legitimate,tranco_external,-1
justindianporn.info,Legitimate,tranco_external,-1
fanatics.com,Legitimate,tranco_external,10031
eiga.com,Legitimate,tranco_external,10149
olxurl.com,Legitimate,tranco_external,56
momoshop.com.tw,Legitimate,tranco_external,-1
hoster.kz,Legitimate,tranco_external,7812
babu88.gold,Legitimate,tranco_external,-1
google.com.na,Legitimate,tranco_external,-1
agenciatributaria.gob.es,Legitimate,tranco_external,-1
franceinfo.fr,Legitimate,tranco_external,9218
slack-edge.com,Legitimate,tranco_external,4465
aviasales.com,Legitimate,tranco_external,7450
dutils.com,Legitimate,tranco_external,1881
printix.net,Legitimate,tranco_external,4205
ebayrtm.com,Legitimate,tranco_external,7795
arubainstanton.com,Legitimate,tranco_external,2506
hi2999.com,Legitimate,tranco_external,614
hwcdn.ru,Legitimate,tranco_external,1467
gfycat.com,Legitimate,tranco_external,4770
bitdefender.net,Legitimate,tranco_external,6324
novartis.com,Legitimate,tranco_external,10934
amur-cit.ru,Legitimate,tranco_external,5704
destatis.de,Legitimate,tranco_external,-1
name-servers.ch,Legitimate,tranco_external,-1
upmc.com,Legitimate,tranco_external,-1
zee5.com,Legitimate,tranco_external,4083
mimecast.com,Legitimate,tranco_external,8419
gnome.org,Legitimate,tranco_external,10457
jit.si,Legitimate,tranco_external,5662
resheba.top,Legitimate,tranco_external,2065
watchhentai.net,Legitimate,tranco_external,1322
bt.dk,Legitimate,tranco_external,-1
newrepublic.com,Legitimate,tranco_external,8500
uni-kl.de,Legitimate,tranco_external,-1
awsdns-43.co.uk,Legitimate,tranco_external,-1
villagevoice.com,Legitimate,tranco_external,11218
manhwazone.to,Legitimate,tranco_external,-1
ad-tech.ru,Legitimate,tranco_external,7719
sportingnews.com,Legitimate,tranco_external,11066
net-line.pro,Legitimate,tranco_external,-1
xbato.com,Legitimate,tranco_external,1140
hachettebookgroup.com,Legitimate,tranco_external,-1
author.today,Legitimate,tranco_external,-1
ksmobile.com,Legitimate,tranco_external,4994
haremaltin.com,Legitimate,tranco_external,5825
justservingfiles.net,Legitimate,tranco_external,3564
nic.cz,Legitimate,tranco_external,-1
bz-berlin.de,Legitimate,tranco_external,-1
wikihow.com,Legitimate,tranco_external,7941
awsdns-18.com,Legitimate,tranco_external,5619
shopifycdn.com,Legitimate,tranco_external,4559
37games.com,Legitimate,tranco_external,6207
urbandictionary.com,Legitimate,tranco_external,-1
vidmate-official.com,Legitimate,tranco_external,1485
cityu.edu.hk,Legitimate,tranco_external,-1
uvic.ca,Legitimate,tranco_external,9290
tue.nl,Legitimate,tranco_external,14131
pa.gov,Legitimate,tranco_external,9007
bucoup.com,Legitimate,tranco_external,239
ballotpedia.org,Legitimate,tranco_external,6868
twword.com,Legitimate,tranco_external,3704
subito.it,Legitimate,tranco_external,9720
venturebeat.com,Legitimate,tranco_external,7666
hulu.com,Legitimate,tranco_external,-1
google.com.mx,Legitimate,tranco_external,-1
yuga.ru,Legitimate,tranco_external,9177
diretta.it,Legitimate,tranco_external,7309
goguardian.com,Legitimate,tranco_external,6732
dsts.cloud,Legitimate,tranco_external,634
whatspos.com,Legitimate,tranco_external,3366
awsdns-51.co.uk,Legitimate,tranco_external,-1
eu-4-id5-sync.com,Legitimate,tranco_external,866
awsdns-26.com,Legitimate,tranco_external,5619
zoho.in,Legitimate,tranco_external,-1
ncsl.org,Legitimate,tranco_external,11880
remax.com,Legitimate,tranco_external,11124
languagetool.org,Legitimate,tranco_external,7048
auto.ru,Legitimate,tranco_external,10387
mawartotobest.com,Legitimate,tranco_external,-1
ionos.com,Legitimate,tranco_external,9506
wxlivecdn.com,Legitimate,tranco_external,925
car.gr,Legitimate,tranco_external,-1
hotjar.io,Legitimate,tranco_external,2539
omny.fm,Legitimate,tranco_external,3680
google.com.do,Legitimate,tranco_external,8369
roszdravnadzor.ru,Legitimate,tranco_external,7824
tx88.top,Legitimate,tranco_external,2140
formstack.com,Legitimate,tranco_external,-1
link.me,Legitimate,tranco_external,6524
jalbum.net,Legitimate,tranco_external,8148
theobjective.com,Legitimate,tranco_external,8169
comix.to,Legitimate,tranco_external,132
centralnic.net,Legitimate,tranco_external,9804
simplecast.com,Legitimate,tranco_external,7917
scribehow.com,Legitimate,tranco_external,1919
dwcdn.net,Legitimate,tranco_external,3931
atl-paas.net,Legitimate,tranco_external,3371
lumtest.com,Legitimate,tranco_external,3786
senat.fr,Legitimate,tranco_external,11055
sovcombank.group,Legitimate,tranco_external,-1
b92.net,Legitimate,tranco_external,10050
onlinevkino.com,Legitimate,tranco_external,2124
hr-link.ru,Legitimate,tranco_external,2120
playblackdesert.com,Legitimate,tranco_external,3242
questdiagnostics.com,Legitimate,tranco_external,-1
edgecdn.co,Legitimate,tranco_external,1057
cdnhwcbqs106.com,Legitimate,tranco_external,1482
nflximg.net,Legitimate,tranco_external,5019
priceline.com,Legitimate,tranco_external,10491
rshb.ru,Legitimate,tranco_external,9316
bezeqint.net,Legitimate,tranco_external,9988
starfieldtech.com,Legitimate,tranco_external,8405
smartasset.com,Legitimate,tranco_external,8107
walgreens.com,Legitimate,tranco_external,-1
pingone.com,Legitimate,tranco_external,8688
lgeapi.com,Legitimate,tranco_external,4204
mintegral.net,Legitimate,tranco_external,3470
pracuj.pl,Legitimate,tranco_external,-1
amazon.ae,Legitimate,tranco_external,-1
plala.or.jp,Legitimate,tranco_external,-1
hstgr.net,Legitimate,tranco_external,1180
apachetoday.com,Legitimate,tranco_external,9555
ukdevilz.com,Legitimate,tranco_external,3067
sinoptik.ua,Legitimate,tranco_external,5866
emxdgt.com,Legitimate,tranco_external,3212
redwap.me,Legitimate,tranco_external,3339
dillards.com,Legitimate,tranco_external,-1
mailspike.net,Legitimate,tranco_external,5898
thlotto.com,Legitimate,tranco_external,2578
nytrng.com,Legitimate,tranco_external,-1
akakce.com,Legitimate,tranco_external,9262
veeam.com,Legitimate,tranco_external,7216
google.cm,Legitimate,tranco_external,5998
hyundai.com,Legitimate,tranco_external,10121
standard.co.uk,Legitimate,tranco_external,-1
buienradar.nl,Legitimate,tranco_external,7285
lucidchart.com,Legitimate,tranco_external,6373
elpais.com.uy,Legitimate,tranco_external,-1
52shuku.net,Legitimate,tranco_external,1051
foxit.com,Legitimate,tranco_external,8101
queniusy.com,Legitimate,tranco_external,1824
arbeitsagentur.de,Legitimate,tranco_external,-1
computrabajo.com,Legitimate,tranco_external,10028
ati.su,Legitimate,tranco_external,7496
st.com,Legitimate,tranco_external,-1
cdngtm.com,Legitimate,tranco_external,4130
zhihu.com,Legitimate,tranco_external,6843
e-monsite.com,Legitimate,tranco_external,8042
bseindia.com,Legitimate,tranco_external,10659
viator.com,Legitimate,tranco_external,-1
nabu.casa,Legitimate,tranco_external,2804
ks.works,Legitimate,tranco_external,-1
tesla.services,Legitimate,tranco_external,-1
geediting.com,Legitimate,tranco_external,4942
star4live.com,Legitimate,tranco_external,3483
porno666.nl,Legitimate,tranco_external,479
ecoticias.com,Legitimate,tranco_external,7802
bt.cn,Legitimate,tranco_external,4430
marktplaats.nl,Legitimate,tranco_external,9792
dailytelegraph.com.au,Legitimate,tranco_external,-1
usenix.org,Legitimate,tranco_external,14119
chrome.com,Legitimate,tranco_external,11701
spdns.de,Legitimate,tranco_external,-1
eastmoney.com,Legitimate,tranco_external,8610
gva.es,Legitimate,tranco_external,-1
xsmn.mobi,Legitimate,tranco_external,-1
paymaya.com,Legitimate,tranco_external,4074
lpsg.com,Legitimate,tranco_external,-1
bmw.de,Legitimate,tranco_external,-1
aws.com,Legitimate,tranco_external,11380
ebsco.com,Legitimate,tranco_external,12907
pantone.com,Legitimate,tranco_external,11375
volvocars.com,Legitimate,tranco_external,-1
ml.com,Legitimate,tranco_external,-1
site123.me,Legitimate,tranco_external,3750
mindmeister.com,Legitimate,tranco_external,7037
make.com,Legitimate,tranco_external,10449
payoneer.com,Legitimate,tranco_external,7626
awsdns-12.net,Legitimate,tranco_external,5619
google.com.tr,Legitimate,tranco_external,-1
returnyoutubedislikeapi.com,Legitimate,tranco_external,1564
51job.com,Legitimate,tranco_external,9722
upm.es,Legitimate,tranco_external,-1
dynatracelabs.com,Legitimate,tranco_external,-1
permutive.app,Legitimate,tranco_external,-1
algolianet.com,Legitimate,tranco_external,4012
cbslocal.com,Legitimate,tranco_external,7499
wikia-services.com,Legitimate,tranco_external,4332
syndigo.com,Legitimate,tranco_external,9497
vkvideo.ru,Legitimate,tranco_external,3000
apa.org,Legitimate,tranco_external,12185
warau.jp,Legitimate,tranco_external,9064
olm.vn,Legitimate,tranco_external,-1
fb.me,Legitimate,tranco_external,6073
tacdn.com,Legitimate,tranco_external,-1
netgate.com,Legitimate,tranco_external,10458
hexagon-analytics.com,Legitimate,tranco_external,3437
rr.com,Legitimate,tranco_external,-1
ocsp-certum.com,Legitimate,tranco_external,4464
ucla.edu,Legitimate,tranco_external,-1
wwsga.me,Legitimate,tranco_external,4492
txlivecdn.com,Legitimate,tranco_external,1420
boyfriend.tv,Legitimate,tranco_external,5836
super.cz,Legitimate,tranco_external,-1
pdscrb.com,Legitimate,tranco_external,167
hopkinsmedicine.org,Legitimate,tranco_external,9587
octopus.energy,Legitimate,tranco_external,-1
postimg.org,Legitimate,tranco_external,-1
mosyle.com,Legitimate,tranco_external,4947
quay.io,Legitimate,tranco_external,4544
